Data;Tipo;Voce;Descrizione;Importo;Conto
02/10/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 02/10/2025CARTA *1156    DI EUR           14,00             CASA LOTTI                                        NAPOLI;14,00 €; Unicredit
02/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,07 €; Revolut
02/10/2025;Costi;TOOLS - Microsoft;Microsoft-G115362136;14,35 €; CartaDiCredito
03/10/2025;Costi;SPESE - Regali Amici;"DISPOSIZIONE DI BONIFICO                          BONIFICO ISTANTANEO DEL 03.10.2025 ALLE 18.57.45  A: Simona Iaccio                                  PER: Acquisto n.ro 10 Libri ""Il tesoro della lingua napoletana""                                     TRN: 1191252766683401                             COMM: 2.47                                        COMM SERV:";152,47 €; Unicredit
03/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,06 €; Revolut
03/10/2025;Costi;PIATTAFORME - Disney+;Google Play Apps;5,99 €; CartaDiCredito
04/10/2025;Costi;PIATTAFORME - Dazn;PAGAMENTO MASTERCARD E-Commerce del 04/10/2025    CARTA *1156    DI EUR           11,33             PAYPAL *DAZN DE                                   35314369001;11,33 €; Unicredit
04/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 04/10/2025CARTA *1156    DI EUR           13,00             SumUp  *Leone distribu                            Casoria;13,00 €; Unicredit
04/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,06 €; Revolut
05/10/2025;Costi;AUTO - Pedaggi e Parcheggi;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 05/10/2025CARTA *1156    DI EUR           10,00             QUICK PARKING MOSTRA D                            NAPOLI;10,00 €; Unicredit
05/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,06 €; Revolut
06/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 06/10/2025CARTA *1156    DI EUR            6,50             BAR VITTORIA                                      NAPOLI;6,50 €; Unicredit
06/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,06 €; Revolut
06/10/2025;Costi;UTENZE - Gas;PAYPAL *PAGA IN 3 RATE;75,97 €; CartaDiCredito
06/10/2025;Costi;UTENZE - Fonia Mobile;WIND TRE PRODOTTI E SE;73,96 €; CartaDiCredito
07/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 07/10/2025CARTA *1156    DI EUR            4,50             SumUp  *AMORE  E CAFE                             Napoli;4,50 €; Unicredit
07/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
07/10/2025;Costi;INVESTIMENTI - SCC;PayPal Europe S.a.r.l. et Cie S.C.A;100,00 €; Revolut
08/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 08/10/2025CARTA *1156    DI EUR            3,00             COFFEE ISLAND                                     CASORIA;3,00 €; Unicredit
08/10/2025;Costi;AUTO - Pedaggi e Parcheggi;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 08/10/2025CARTA *1156    DI EUR            1,00             TANA  DIREZ.  USCITA -                            VOMERO;1,00 €; Unicredit
08/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,06 €; Revolut
08/10/2025;Costi;BENI - Acquisti Personale;ZOOMARINE DI FRANCESC;55,00 €; CartaDiCredito
09/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 09/10/2025CARTA *1156    DI EUR            4,60             ANTICA PASTICCERIA CAR                            NAPOLI;4,60 €; Unicredit
09/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 09/10/2025CARTA *1156    DI EUR            4,63             DECO'                                             CASORIA;4,63 €; Unicredit
09/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 09/10/2025CARTA *1156    DI EUR           12,00             MACELLERIA ROSATI                                 CASORIA;12,00 €; Unicredit
09/10/2025;Costi;USCITE - Amici;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 09/10/2025CARTA *1156    DI EUR            5,00             NEO CAFFE' SRL                                    Casoria;5,00 €; Unicredit
09/10/2025;Costi;PIATTAFORME - Spotify;PAGAMENTO MASTERCARD E-Commerce del 09/10/2025    CARTA *1156    DI EUR           11,99             PAYPAL *SPOTIFY*P3B533                            35314369001;11,99 €; Unicredit
09/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,06 €; Revolut
09/10/2025;Costi;INVESTIMENTI - SCC;PayPal Europe S.a.r.l. et Cie S.C.A;100,00 €; Revolut
10/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,06 €; Revolut
11/10/2025;Costi;PERSONALI - Barbiere;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 11/10/2025CARTA *1156    DI EUR           10,00             SumUp  *Acconciature m                            Casoria;10,00 €; Unicredit
11/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 11/10/2025CARTA *1156    DI EUR           20,00             SumUp  *Leone distribu                            Casoria;20,00 €; Unicredit
11/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 11/10/2025CARTA *1156    DI EUR            3,90             BAR SGAMBATI                                      CASORIA;3,90 €; Unicredit
11/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
12/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,06 €; Revolut
13/10/2025;Costi;SPESA - Delivery;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 13/10/2025CARTA *1156    DI EUR           23,50             NONNA TITTINA                                     NAPOLI;23,50 €; Unicredit
13/10/2025;Costi;SPESA - Delivery;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 13/10/2025CARTA *1156    DI EUR            2,70             CASA INFANTE 1                                    NAPOLI;2,70 €; Unicredit
13/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
13/10/2025;Costi;INVESTIMENTI - SCC;PayPal Europe S.a.r.l. et Cie S.C.A;100,00 €; Revolut
14/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 14/10/2025CARTA *1156    DI EUR           11,77             G. PESCA SRL                                      CASORIA NAPOL;11,77 €; Unicredit
14/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 14/10/2025CARTA *1156    DI EUR           11,40             MATTERA                                           NAPOLI;11,40 €; Unicredit
14/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 14/10/2025CARTA *1156    DI EUR           11,01             DECO'                                             CASORIA;11,01 €; Unicredit
14/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,04 €; Revolut
14/10/2025;Costi;INVESTIMENTI - SCC;PayPal Europe S.a.r.l. et Cie S.C.A;100,00 €; Revolut
15/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 15/10/2025CARTA *1156    DI EUR            9,24             DECO'                                             CASORIA;9,24 €; Unicredit
15/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
15/10/2025;Costi;SALUTE - Farmaci;FARMACIA MANDANICI DELLA;18,40 €; CartaDiCredito
15/10/2025;Costi;FAMIGLIA - Vestiti;PAYPAL *PAGA IN 3 RATE;91,67 €; CartaDiCredito
16/10/2025;Costi;BENI - Acquisti Casa;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 16/10/2025CARTA *1156    DI EUR           15,00             BAZAR TUTTO MILLE                                 NAPOLI;15,00 €; Unicredit
16/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 16/10/2025CARTA *1156    DI EUR            1,80             BAR PUNTO RISTORO SAGI                            NAPOLI;1,80 €; Unicredit
16/10/2025;Costi;PERSONALI - Lavoro;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 16/10/2025CARTA *1156    DI EUR           17,25             VASINIKO'                                         NAPOLI;17,25 €; Unicredit
16/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
16/10/2025;Costi;HOBBY - Associazioni;To LIONS CLUB NAPOLI NORD-EST;247,50 €; Revolut
17/10/2025;Costi;INVESTIMENTI - SCC;;19,00 €; Unicredit
17/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
18/10/2025;Costi;USCITE - Amici;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 18/10/2025CARTA *1156    DI EUR           19,50             SumUp  *Parigin sprits                            Casoria;19,50 €; Unicredit
18/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
19/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
20/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 20/10/2025CARTA *1156    DI EUR            5,79             DECO'                                             CASORIA;5,79 €; Unicredit
20/10/2025;Costi;SALUTE - Farmaci;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 20/10/2025CARTA *1156    DI EUR           21,00             FARMACIA MAGLIONE ALFO                            CASORIA;21,00 €; Unicredit
20/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 20/10/2025CARTA *1156    DI EUR           16,00             ANTICA MACELLERIA THE                             CASAVATORE;16,00 €; Unicredit
20/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,04 €; Revolut
21/10/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 21/10/2025CARTA *1156    DI EUR           35,10             GRAN BAR RIVIERA LEONE                            NAPOLI;35,10 €; Unicredit
21/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
21/10/2025;Costi;INVESTIMENTI - SCC;PayPal Europe S.a.r.l. et Cie S.C.A;50,00 €; Revolut
21/10/2025;Costi;INVESTIMENTI - SCC;PayPal Europe S.a.r.l. et Cie S.C.A;5,00 €; Revolut
21/10/2025;Costi;INVESTIMENTI - SCC;PAYPAL *BETFAIRITAL;20,00 €; CartaDiCredito
22/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
23/10/2025;Costi;SALUTE - Farmaci;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 23/10/2025CARTA *1156    DI EUR            5,00             FARMACIA MAGLIONE ALFO                            CASORIA;5,00 €; Unicredit
23/10/2025;Costi;;ADDEBITO SEPA DD PER FATTURA A VOSTRO CARICO      Incasso 1045666140880                             SDD da LU96ZZZ0000000000000000058                 PayPal Europe S.a.r.l. et Cie S.C.A               mandato nr. 52N2224VZTXEJ                         Per 1045666140880/PAYPAL;35,00 €; Unicredit
23/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,04 €; Revolut
23/10/2025;Costi;INVESTIMENTI - SCC;PayPal Europe S.a.r.l. et Cie S.C.A;15,00 €; Revolut
23/10/2025;Costi;UTENZE - Gas;PAYPAL *MOONEY;47,85 €; CartaDiCredito
23/10/2025;Costi;UTENZE - Gas;PAYPAL *PAG PUB AMM;42,35 €; CartaDiCredito
23/10/2025;Costi;UTENZE - Gas;PAYPAL *PAG PUB AMM;36,45 €; CartaDiCredito
24/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
24/10/2025;Costi;INVESTIMENTI - SCC;PayPal Europe S.a.r.l. et Cie S.C.A;50,00 €; Revolut
25/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,04 €; Revolut
26/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,05 €; Revolut
27/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO MASTERCARD Contactless del 27/10/2025   CARTA *1156    DI EUR            7,31             DECO'                                             CASORIA;7,31 €; Unicredit
27/10/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 27/10/2025CARTA *1156    DI EUR           10,00             SumUp  *Tufo    Tratto                            Napoli;10,00 €; Unicredit
27/10/2025;Ricavi;Stipendio;VOSTRI EMOLUMENTI                                 STIPENDIO MESE OTTOBRE    25                      O.C. A.O.DI RILIEVO NAZIONALE SANTOBONO;2.942,71 €; Unicredit
27/10/2025;Costi;AG.ENTRATE - Conguaglio 730;Conguaglio 730;600,00 €; Unicredit
27/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,04 €; Revolut
27/10/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
28/10/2025;Costi;;PAGAMENTO MASTERCARD E-Commerce del 28/10/2025    CARTA *1156    DI EUR          305,00             PAYPAL *D'Anna Giusepp                            35314369001;305,00 €; Unicredit
28/10/2025;Costi;PIATTAFORME - Sony Playstation;ADDEBITO SEPA DD PER FATTURA A VOSTRO CARICO      Incasso 1045755388909                             SDD da LU96ZZZ0000000000000000058                 PayPal Europe S.a.r.l. et Cie S.C.A               mandato nr. 52N2224VZTXEJ                         Per 1045755388909/PAYPAL;8,99 €; Unicredit
28/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,04 €; Revolut
28/10/2025;Costi;INVESTIMENTI - SCC;PayPal Europe S.a.r.l. et Cie S.C.A;50,00 €; Revolut
28/10/2025;Costi;TOOLS - Microsoft;Microsoft-G120698537;14,35 €; CartaDiCredito
28/10/2025;Costi;PIATTAFORME - Netflix;Netflix.com;6,99 €; CartaDiCredito
29/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 29/10/2025CARTA *1156    DI EUR            5,81             DECO'                                             CASORIA;5,81 €; Unicredit
29/10/2025;Costi;SPESA - Quotidiana;PAGAMENTO MASTERCARD Contactless del 29/10/2025   CARTA *1156    DI EUR            5,00             MACELLERIA ROSATI                                 CASORIA;5,00 €; Unicredit
29/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,04 €; Revolut
30/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,04 €; Revolut
30/10/2025;Costi;INVESTIMENTI - SCC;PayPal Europe S.a.r.l. et Cie S.C.A;100,00 €; Revolut
30/10/2025;Costi;INVESTIMENTI - Lungo Termine (BTP,Mercati);To Robo portfolio;200,00 €; Revolut
31/10/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,03 €; Revolut
31/10/2025;Costi;BANCA - Costi;QUOTA DI RINNOVO DAL SECO;40,37 €; CartaDiCredito
03/11/2025;Costi;BANCA - Mutuo Zia Annamaria;PAGAMENTO RATA MUTUO/PRESTITO                     PAGAMENTO RATA N. 28 DEL FINANZIAMENTO 000/2295949/000 DI UNICREDIT SPA DI CUI INTERESSI EURO 510,82 E ONERI/ASSICURAZIONI EURO 3,00;724,02 €; Unicredit
03/11/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 31/10/2025CARTA *1156    DI EUR            4,20             NEO CAFFE' SRL                                    Casoria;4,20 €; Unicredit
03/11/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 30/10/2025CARTA *1156    DI EUR            2,40             GE.CO S.N.C. DI RUOCCO                            NAPOLI;2,40 €; Unicredit
03/11/2025;Costi;AUTO - Pedaggi e Parcheggi;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 30/10/2025CARTA *1156    DI EUR            1,00             TANA  DIREZ.  USCITA -                            CAPODICHINO;1,00 €; Unicredit
03/11/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 30/10/2025CARTA *1156    DI EUR            7,40             SumUp  *Enor srls                                 Napoli;7,40 €; Unicredit
03/11/2025;Costi;BANCA - Costi;MY GENIUS: COSTO FISSO MESE DI OTTOBRE 2025;4,00 €; Unicredit
04/11/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 02/11/2025CARTA *1156    DI EUR           28,00             LATTICINI SANTA MARIA                             CASORIA;28,00 €; Unicredit
04/11/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO MASTERCARD E-Commerce del 01/11/2025    CARTA *1156    DI EUR           10,00             PAYPAL *D'Anna Giusepp                            35314369001;10,00 €; Unicredit
04/11/2025;Costi;SALUTE - Farmaci;PAGAMENTO MASTERCARD Contactless del 02/11/2025   CARTA *1156    DI EUR            3,16             FARMACIA MANDANICI DELLA                          CASORIA;3,16 €; Unicredit
05/11/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 03/11/2025CARTA *1156    DI EUR           10,50             SumUp  *Siricio Salvat                            Napoli;10,50 €; Unicredit
05/11/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 03/11/2025CARTA *1156    DI EUR            3,60             PUGLIESE GIUSEPPE                                 CASORIA;3,60 €; Unicredit
06/11/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 04/11/2025CARTA *1156    DI EUR            8,00             SOUL BAR                                          NAPOLI;8,00 €; Unicredit
06/11/2025;Costi;PIATTAFORME - Dazn;PAGAMENTO MASTERCARD E-Commerce del 04/11/2025    CARTA *1156    DI EUR           19,99             PAYPAL *DAZN DE                                   35314369001;19,99 €; Unicredit
07/11/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 05/11/2025CARTA *1156    DI EUR            2,20             SOUL BAR                                          NAPOLI;2,20 €; Unicredit
24/11/2025;Ricavi;Stipendio;VOSTRI EMOLUMENTI                                 STIPENDIO MESE NOVEMBRE   25                      O.C. A.O.DI RILIEVO NAZIONALE SANTOBONO;2.620,35 €; Unicredit
27/11/2025;Costi;INVESTIMENTI - SCC;ADDEBITO SEPA DD PER FATTURA A VOSTRO CARICO      Incasso 1046455716154                             SDD da LU96ZZZ0000000000000000058                 PayPal Europe S.a.r.l. et Cie S.C.A               mandato nr. 52N2224VZTXEJ                         Per 1046455716154/PAYPAL;8,99 €; Unicredit
30/11/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 30/11/2025CARTA *1156    DI EUR           35,70             LATTICINI SANTA MARIA                             CASORIA;35,70 €; Unicredit
30/11/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 30/11/2025CARTA *1156    DI EUR           40,22             DECO'                                             CASORIA;40,22 €; Unicredit
01/12/2025;Costi;AUTO - Pedaggi e Parcheggi;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 01/12/2025CARTA *1156    DI EUR            1,50             UNICOCAMPANIA                                     NAPOLI;1,50 €; Unicredit
01/12/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 01/12/2025CARTA *1156    DI EUR            8,50             AUTOGRILL 0105                                    ANAGNI;8,50 €; Unicredit
01/12/2025;Costi;BENI - Acquisti Personale;DISPOSIZIONE DI BONIFICO                          BONIFICO ISTANTANEO DEL 01.12.2025 ALLE 20.35.12  A: AORN Santobono Pausilipon                      PER: Giuseppe D'Anna - Tassa Concorso - CP-INGINFORMATICO/2025                                      TRN: 1291253359496720                             COMM: 2.47;12,47 €; Unicredit
01/12/2025;Costi;BANCA - Mutuo Zia Annamaria;PAGAMENTO RATA MUTUO/PRESTITO                     PAGAMENTO RATA N. 29 DEL FINANZIAMENTO 000/2295949/000 DI UNICREDIT SPA DI CUI INTERESSI EURO 510,04 E ONERI/ASSICURAZIONI EURO 3,00;724,02 €; Unicredit
01/12/2025;Costi;BANCA - Costi;MY GENIUS: COSTO FISSO MESE DI NOVEMBRE 2025;4,00 €; Unicredit
02/12/2025;Costi;ASSICURAZIONE - Professionale;DISPOSIZIONE DI BONIFICO                          BONIFICO ISTANTANEO DEL 02.12.2025 ALLE 23.31.51  A: MARF BROKER SAS                                PER: Saldo Premio Annuale Polizza RC Patrimoniale Colpa Grave e Tutela Legale - D'Anna Giuseppe     TRN: 1291253360661377                             COMM: 2.47;709,47 €; Unicredit
04/12/2025;Costi;PIATTAFORME - Dazn;PAGAMENTO MASTERCARD E-Commerce del 04/12/2025    CARTA *1156    DI EUR           19,99             PAYPAL *DAZN DE                                   35314369001;19,99 €; Unicredit
16/12/2025;Costi;SPESA - Pranzo Lavoro Fuori;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 16/12/2025CARTA *1156    DI EUR            3,60             CAFFETTERIA RICCARDI D                            NAPOLI;3,60 €; Unicredit
16/12/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 16/12/2025CARTA *1156    DI EUR           80,00             LATTICINI SANTA MARIA                             CASORIA;80,00 €; Unicredit
16/12/2025;Costi;RISPARMI - Conto Deposito Peppe;DISPOSIZIONE DI BONIFICO                          BONIFICO ISTANTANEO DEL 16.12.2025 ALLE 21.58.23  A: Giuseppe D'Anna                                PER: Trasferimento Conto Deposito                 TRN: 1191253501922804                             COMM: 2.47                                        COMM SERV:;2.002,47 €; Unicredit
18/12/2025;Ricavi;Stipendio;VOSTRI EMOLUMENTI                                 STIPENDIO MESE DICEMBRE   25                      O.C. A.O.DI RILIEVO NAZIONALE SANTOBONO;5.571,85 €; Unicredit
29/12/2025;Costi;PIATTAFORME - Sony Playstation;ADDEBITO SEPA DD PER FATTURA A VOSTRO CARICO      Incasso 1047133358386                             SDD da LU96ZZZ0000000000000000058                 PayPal Europe S.a.r.l. et Cie S.C.A               mandato nr. 52N2224VZTXEJ                         Per 1047133358386/PAYPAL;26,99 €; Unicredit
30/12/2025;Costi;PIATTAFORME - Sony Playstation;ADDEBITO SEPA DD PER FATTURA A VOSTRO CARICO      Incasso 1047179988462                             SDD da LU96ZZZ0000000000000000058                 PayPal Europe S.a.r.l. et Cie S.C.A               mandato nr. 52N2224VZTXEJ                         Per 1047179988462/PAYPAL;8,99 €; Unicredit
31/12/2025;Costi;BANCA - Costi;COMPETENZE (INTERESSI/ONERI); -   € ; Unicredit
